,date,source,name,sentiment_compound_score,sentiment_pos_score,sentiment_neu_score,sentiment_neg_score
56,2018-02-01,newsmax,clinton,-0.14646666666666666,0.0035555555555555557,0.927111111111111,0.06933333333333333
57,2018-02-01,politico,clinton,0.028898924731182784,0.06141935483870969,0.9022365591397853,0.03634408602150538
58,2018-02-02,newsmax,clinton,-0.08863684210526315,0.011894736842105262,0.9637368421052631,0.02426315789473684
59,2018-02-02,politico,clinton,0.16121363636363636,0.06927272727272728,0.8938181818181817,0.03681818181818181
60,2018-02-03,newsmax,clinton,0.14861666666666665,0.03816666666666667,0.9618333333333333,0.0
61,2018-02-03,politico,clinton,-0.03532857142857144,0.05628571428571427,0.8460000000000001,0.09785714285714286
62,2018-02-04,newsmax,clinton,0.22547999999999999,0.0488,0.938,0.0132
63,2018-02-04,politico,clinton,-0.04800000000000002,0.03833333333333334,0.9,0.06166666666666667
64,2018-02-05,newsmax,clinton,-0.041408333333333346,0.05483333333333334,0.8918333333333334,0.05333333333333334
65,2018-02-05,politico,clinton,0.01857391304347826,0.04739130434782609,0.9103478260869565,0.04226086956521739
66,2018-02-06,newsmax,clinton,0.05947906976744187,0.05474418604651163,0.8953488372093021,0.050093023255813954
67,2018-02-06,politico,clinton,0.274675,0.06018750000000001,0.92525,0.014562499999999999
68,2018-02-07,newsmax,clinton,0.06298048780487805,0.05539024390243903,0.9057804878048781,0.03890243902439025
69,2018-02-07,politico,clinton,0.03844814814814815,0.05762962962962964,0.8852222222222221,0.05707407407407407
70,2018-02-08,newsmax,clinton,0.06677333333333335,0.06513333333333333,0.8856666666666667,0.04926666666666667
71,2018-02-08,politico,clinton,-0.13793333333333332,0.077,0.8366666666666668,0.08600000000000001
72,2018-02-09,newsmax,clinton,0.07396923076923077,0.04107692307692308,0.9392307692307692,0.019615384615384614
73,2018-02-09,politico,clinton,0.03840000000000001,0.0992,0.8484,0.052000000000000005
74,2018-02-10,newsmax,clinton,-0.05732999999999998,0.057999999999999996,0.8852,0.056799999999999996
75,2018-02-10,politico,clinton,0.8268,0.1645,0.806,0.029
76,2018-02-11,newsmax,clinton,0.4588,0.095,0.866,0.039
77,2018-02-11,politico,clinton,-0.17215,0.0195,0.9405,0.04
78,2018-02-12,newsmax,clinton,0.32732608695652177,0.10852173913043477,0.8441739130434783,0.04739130434782609
79,2018-02-12,politico,clinton,0.059195,0.07295,0.88605,0.0411
80,2018-02-13,newsmax,clinton,0.08041000000000001,0.06100000000000001,0.8933,0.045799999999999993
81,2018-02-13,politico,clinton,-0.7269,0.0,0.899,0.101
82,2018-02-14,newsmax,clinton,-0.0938625,0.019875,0.917875,0.06225
83,2018-02-14,politico,clinton,0.16306756756756757,0.08118918918918916,0.8707027027027028,0.04816216216216215
84,2018-02-15,newsmax,clinton,-0.10410000000000001,0.0655,0.8370000000000001,0.09749999999999999
85,2018-02-15,politico,clinton,-0.04755,0.05800000000000002,0.8795000000000001,0.0625
86,2018-02-16,politico,clinton,0.023731818181818173,0.07895454545454544,0.8527272727272726,0.06824242424242424
87,2018-02-17,newsmax,clinton,-0.08125714285714285,0.1502857142857143,0.6961428571428572,0.15342857142857141
88,2018-02-17,politico,clinton,0.20287142857142854,0.09314285714285715,0.7872857142857141,0.11928571428571429
89,2018-02-18,newsmax,clinton,0.8691500000000001,0.19,0.7969999999999999,0.013
90,2018-02-18,politico,clinton,0.047279999999999996,0.08164000000000002,0.8612000000000002,0.05724000000000001
91,2018-02-19,newsmax,clinton,-0.03451666666666666,0.06166666666666667,0.8788333333333332,0.05933333333333333
92,2018-02-19,politico,clinton,-0.3930666666666667,0.016999999999999998,0.914,0.06933333333333334
93,2018-02-20,newsmax,clinton,0.17676875,0.08025,0.8738125,0.04599999999999999
94,2018-02-20,politico,clinton,-0.26465625,0.027375,0.9155624999999998,0.05706250000000001
95,2018-02-21,newsmax,clinton,-0.175884,0.023160000000000004,0.8901199999999999,0.08668
96,2018-02-21,politico,clinton,-0.0502064516129032,0.05883870967741935,0.8678064516129029,0.07348387096774193
97,2018-02-22,newsmax,clinton,-0.22863000000000003,0.033299999999999996,0.8465999999999999,0.12010000000000001
98,2018-02-22,politico,clinton,-0.09895555555555556,0.02344444444444445,0.854,0.12255555555555556
99,2018-02-23,newsmax,clinton,0.743,0.164,0.836,0.0
100,2018-02-23,politico,clinton,0.271075,0.14168749999999997,0.7895625000000002,0.06862499999999999
101,2018-02-24,newsmax,clinton,0.05135,0.064,0.891,0.0445
102,2018-02-24,politico,clinton,-0.09757272727272727,0.05809090909090909,0.8881818181818182,0.053818181818181814
103,2018-02-25,politico,clinton,0.4813,0.069,0.9236666666666667,0.007333333333333333
104,2018-02-26,newsmax,clinton,0.3198599999999999,0.066,0.9016,0.0324
105,2018-02-26,politico,clinton,0.0,0.0,1.0,0.0
106,2018-02-27,newsmax,clinton,-0.08282857142857143,0.05807142857142857,0.8825,0.059357142857142865
107,2018-02-27,politico,clinton,0.16066764705882355,0.08347058823529412,0.8506470588235294,0.06597058823529411
108,2018-02-28,newsmax,clinton,0.1819111111111111,0.06944444444444445,0.9021111111111111,0.02822222222222222
109,2018-02-28,politico,clinton,-0.42928571428571427,0.024142857142857143,0.8438571428571429,0.13214285714285715
110,2018-03-01,newsmax,clinton,-0.08892857142857145,0.05414285714285714,0.8295,0.11650000000000002
111,2018-03-01,politico,clinton,-0.16872727272727275,0.029272727272727273,0.8893636363636364,0.08145454545454545
112,2018-03-02,newsmax,clinton,0.60334,0.25639999999999996,0.732,0.011600000000000001
113,2018-03-02,politico,clinton,-0.25085555555555555,0.097,0.7945555555555555,0.10844444444444444
114,2018-03-03,newsmax,clinton,0.3102272727272728,0.07081818181818184,0.891,0.03818181818181818
115,2018-03-04,newsmax,clinton,0.025675,0.019,0.9645,0.0165
116,2018-03-04,politico,clinton,0.13486666666666666,0.027333333333333334,0.9500000000000001,0.02266666666666667
117,2018-03-05,newsmax,clinton,0.018369230769230763,0.041692307692307695,0.9209230769230768,0.037384615384615384
118,2018-03-05,politico,clinton,-0.22190666666666672,0.06633333333333334,0.8198,0.11386666666666666
119,2018-03-06,newsmax,clinton,0.09357894736842105,0.05289473684210527,0.8985263157894736,0.048578947368421055
120,2018-03-06,politico,clinton,0.15486363636363637,0.11272727272727273,0.8258181818181819,0.06163636363636364
121,2018-03-07,newsmax,clinton,0.081,0.16225,0.75225,0.08600000000000001
122,2018-03-07,politico,clinton,0.043863636363636355,0.07618181818181818,0.8442727272727272,0.07954545454545453
123,2018-03-08,newsmax,clinton,0.15645,0.0235,0.9765,0.0
124,2018-03-08,politico,clinton,0.058528571428571395,0.08885714285714286,0.8324285714285714,0.07885714285714285
125,2018-03-09,newsmax,clinton,0.15312499999999998,0.05366666666666667,0.9409166666666667,0.005416666666666667
126,2018-03-09,politico,clinton,0.06965833333333334,0.09150000000000003,0.8445833333333334,0.06391666666666666
127,2018-03-10,newsmax,clinton,0.0,0.035,0.929,0.035
128,2018-03-11,politico,clinton,0.0,0.0,1.0,0.0
129,2018-03-12,newsmax,clinton,-0.36156,0.024399999999999998,0.8628,0.11279999999999998
130,2018-03-12,politico,clinton,-0.05826,0.0668,0.8638,0.06939999999999999
131,2018-03-13,newsmax,clinton,0.5443875,0.22337500000000002,0.741125,0.035500000000000004
132,2018-03-13,politico,clinton,-0.053447826086956515,0.06673913043478262,0.8455652173913044,0.08760869565217391
133,2018-03-14,newsmax,clinton,-0.03857333333333335,0.06786666666666669,0.8445333333333332,0.08753333333333332
134,2018-03-14,politico,clinton,-0.3366,0.02725,0.911,0.06175
135,2018-03-15,newsmax,clinton,-0.09869374999999996,0.0821875,0.8074374999999999,0.110375
136,2018-03-15,politico,clinton,0.037834374999999976,0.0889375,0.8474062499999999,0.06353125
137,2018-03-16,newsmax,clinton,0.04625714285714285,0.07314285714285715,0.8551428571428572,0.07185714285714286
138,2018-03-16,politico,clinton,-0.019979166666666683,0.05616666666666667,0.87525,0.068375
139,2018-03-17,newsmax,clinton,0.0798842105263158,0.09044736842105262,0.855421052631579,0.05407894736842106
140,2018-03-17,politico,clinton,-0.13234285714285715,0.054714285714285715,0.9034285714285714,0.04171428571428571
141,2018-03-18,newsmax,clinton,-0.13075625000000002,0.085125,0.794125,0.12062499999999998
142,2018-03-18,politico,clinton,0.24127931034482764,0.0662758620689655,0.9095517241379312,0.024103448275862062
143,2018-03-19,newsmax,clinton,0.021840000000000005,0.1002,0.8363499999999998,0.06334999999999999
144,2018-03-19,politico,clinton,0.06166451612903226,0.0755483870967742,0.8594516129032259,0.06506451612903227
145,2018-03-20,newsmax,clinton,0.07224615384615383,0.07861538461538461,0.887,0.03423076923076924
146,2018-03-20,politico,clinton,-0.12189444444444443,0.06883333333333333,0.8155,0.11566666666666665
147,2018-03-21,newsmax,clinton,-0.05728181818181814,0.07536363636363635,0.8379090909090909,0.08672727272727272
148,2018-03-21,politico,clinton,0.48179411764705893,0.16305882352941176,0.8151764705882352,0.021823529411764703
149,2018-03-22,newsmax,clinton,-0.009266666666666682,0.07255555555555555,0.8327777777777778,0.09466666666666668
150,2018-03-22,politico,clinton,0.07185833333333334,0.07041666666666668,0.8712499999999997,0.05833333333333333
151,2018-03-23,newsmax,clinton,0.5719,0.236,0.764,0.0
152,2018-03-23,politico,clinton,0.25783333333333336,0.06999999999999999,0.882,0.047999999999999994
153,2018-03-24,newsmax,clinton,0.008533333333333318,0.058666666666666666,0.8633333333333333,0.078
154,2018-03-25,newsmax,clinton,0.4333,0.147,0.739,0.115
155,2018-03-25,politico,clinton,0.37170000000000003,0.11387499999999999,0.8334999999999999,0.052625000000000005
156,2018-03-26,newsmax,clinton,-0.20781538461538462,0.09446153846153847,0.7845384615384614,0.12084615384615384
157,2018-03-26,politico,clinton,-0.10751428571428574,0.076,0.8485714285714286,0.07542857142857143
158,2018-03-27,newsmax,clinton,0.35868,0.11440000000000002,0.8576,0.027600000000000003
159,2018-03-27,politico,clinton,0.16404545454545455,0.1107272727272727,0.846090909090909,0.04318181818181818
160,2018-03-28,newsmax,clinton,-0.1560230769230769,0.026153846153846156,0.9235384615384614,0.05023076923076923
161,2018-03-28,politico,clinton,-0.0671625,0.09237500000000001,0.7977500000000001,0.109625
162,2018-03-29,newsmax,clinton,-0.044199999999999996,0.07566666666666667,0.8756666666666666,0.048999999999999995
163,2018-03-29,politico,clinton,0.3463555555555556,0.06533333333333333,0.8945555555555555,0.04011111111111111
164,2018-03-30,newsmax,clinton,0.07896666666666666,0.032,0.9473333333333332,0.020666666666666663
165,2018-03-30,politico,clinton,0.03619999999999999,0.051333333333333335,0.9209999999999999,0.02766666666666667
166,2018-03-31,newsmax,clinton,0.5267,0.091,0.909,0.0
167,2018-04-01,newsmax,clinton,-0.09035,0.026,0.8795,0.09450000000000001
168,2018-04-01,politico,clinton,0.6369,0.095,0.905,0.0
169,2018-04-02,newsmax,clinton,0.02969999999999999,0.019,0.9615,0.0195
170,2018-04-02,politico,clinton,0.1814161290322581,0.0682258064516129,0.8979354838709677,0.033903225806451616
171,2018-04-03,newsmax,clinton,0.04722941176470588,0.08858823529411765,0.8420588235294117,0.06923529411764706
172,2018-04-03,politico,clinton,0.47192,0.11720000000000001,0.868,0.014599999999999998
173,2018-04-04,newsmax,clinton,-0.017575000000000007,0.04741666666666666,0.8935833333333335,0.059
174,2018-04-04,politico,clinton,0.3547666666666667,0.13999999999999999,0.86,0.0
175,2018-04-05,newsmax,clinton,0.09604285714285712,0.061857142857142854,0.9078571428571429,0.030285714285714284
176,2018-04-05,politico,clinton,-0.1782571428571429,0.02457142857142857,0.9311428571428569,0.044285714285714275
177,2018-04-06,newsmax,clinton,0.43113333333333337,0.12033333333333336,0.8610000000000001,0.018666666666666668
178,2018-04-06,politico,clinton,-0.35425,0.049,0.86025,0.091
179,2018-04-07,newsmax,clinton,-0.29000000000000004,0.063,0.8089999999999999,0.128
180,2018-04-07,politico,clinton,0.13857777777777777,0.09722222222222222,0.8398888888888889,0.06277777777777777
181,2018-04-08,newsmax,clinton,0.019685714285714275,0.044285714285714275,0.8929999999999999,0.06271428571428571
182,2018-04-08,politico,clinton,0.08269166666666668,0.063,0.8822500000000001,0.054833333333333324
183,2018-04-09,newsmax,clinton,-0.08822105263157895,0.056210526315789475,0.8660526315789473,0.07784210526315789
184,2018-04-09,politico,clinton,-0.20029230769230774,0.04519230769230769,0.8886923076923077,0.06615384615384616
185,2018-04-10,newsmax,clinton,0.2043,0.07150000000000001,0.922,0.0065
186,2018-04-10,politico,clinton,0.13840869565217395,0.06278260869565218,0.8775217391304347,0.059608695652173915
187,2018-04-11,newsmax,clinton,0.02073846153846156,0.09476923076923079,0.8249230769230771,0.08023076923076923
188,2018-04-11,politico,clinton,-0.21902352941176473,0.07194117647058824,0.859529411764706,0.06870588235294119
189,2018-04-12,newsmax,clinton,0.027462500000000015,0.08500000000000002,0.8627499999999999,0.052250000000000005
190,2018-04-12,politico,clinton,0.10130666666666666,0.08373333333333334,0.8670666666666665,0.049133333333333334
191,2018-04-13,newsmax,clinton,-0.027557142857142867,0.05342857142857143,0.8302857142857144,0.11642857142857144
192,2018-04-13,politico,clinton,0.1922404255319149,0.06342553191489363,0.8821276595744679,0.05438297872340423
193,2018-04-14,newsmax,clinton,0.2732,0.218,0.632,0.15
194,2018-04-14,politico,clinton,0.2997,0.0455,0.9545,0.0
195,2018-04-15,newsmax,clinton,-0.12279142857142859,0.04694285714285714,0.8906285714285714,0.06248571428571428
196,2018-04-15,politico,clinton,-0.03318888888888887,0.04888888888888889,0.9136666666666665,0.03744444444444444
197,2018-04-16,newsmax,clinton,-0.1114076923076923,0.042807692307692324,0.891730769230769,0.06538461538461539
198,2018-04-16,politico,clinton,-0.17322903225806452,0.03751612903225807,0.9041935483870966,0.05819354838709676
199,2018-04-17,newsmax,clinton,0.0693173913043478,0.0828695652173913,0.8309130434782609,0.08617391304347827
200,2018-04-17,politico,clinton,0.21276,0.07753333333333333,0.8772666666666665,0.04526666666666668
201,2018-04-18,newsmax,clinton,-0.1455172413793103,0.031862068965517236,0.8941379310344829,0.07396551724137933
202,2018-04-18,politico,clinton,-0.12629166666666672,0.04561111111111111,0.8789722222222223,0.07541666666666666
203,2018-04-19,newsmax,clinton,-0.05940512820512821,0.07448717948717946,0.8441538461538465,0.08123076923076925
204,2018-04-19,politico,clinton,0.053825000000000026,0.049125,0.9225000000000001,0.028375
205,2018-04-20,newsmax,clinton,0.010531578947368414,0.03836842105263158,0.9249473684210529,0.03668421052631579
206,2018-04-20,politico,clinton,0.17785833333333334,0.07258333333333335,0.892,0.03541666666666667
207,2018-04-21,newsmax,clinton,0.08967600000000003,0.06408,0.8924399999999999,0.04348
208,2018-04-21,politico,clinton,0.17232222222222224,0.06133333333333334,0.9165555555555556,0.022000000000000002
209,2018-04-22,newsmax,clinton,0.17615000000000003,0.1255,0.8565,0.018
210,2018-04-22,politico,clinton,0.5133599999999999,0.0792,0.9064,0.0144
211,2018-04-23,newsmax,clinton,-0.08560833333333329,0.06941666666666667,0.8375,0.09308333333333335
212,2018-04-23,politico,clinton,0.05321428571428568,0.072,0.8498571428571429,0.07814285714285714
213,2018-04-24,newsmax,clinton,-0.004524999999999995,0.027250000000000003,0.94025,0.03275
214,2018-04-24,politico,clinton,0.0086,0.041666666666666664,0.9236666666666666,0.034999999999999996
215,2018-04-25,newsmax,clinton,-0.051300000000000005,0.09511111111111109,0.8176666666666667,0.087
216,2018-04-25,politico,clinton,0.12476086956521737,0.08873913043478261,0.8476086956521738,0.06360869565217392
217,2018-04-26,newsmax,clinton,-0.00013333333333332605,0.07300000000000001,0.8715333333333334,0.055333333333333325
218,2018-04-26,politico,clinton,0.1338,0.059,0.927,0.014
219,2018-04-27,newsmax,clinton,0.05997272727272728,0.028272727272727272,0.9430000000000001,0.028727272727272726
220,2018-04-27,politico,clinton,0.3500857142857143,0.09657142857142856,0.8675714285714285,0.03614285714285714
221,2018-04-28,newsmax,clinton,0.3481666666666667,0.1262222222222222,0.8106666666666666,0.06311111111111112
222,2018-04-28,politico,clinton,0.0010249999999999981,0.0385,0.9185,0.043
223,2018-04-29,newsmax,clinton,0.53325,0.20500000000000002,0.7115,0.0835
224,2018-04-29,politico,clinton,0.6278666666666667,0.105,0.8356666666666667,0.05933333333333333
225,2018-04-30,newsmax,clinton,-0.1956285714285714,0.0,0.9664285714285715,0.03357142857142857
226,2018-04-30,politico,clinton,-0.1779,0.0,0.936,0.064
227,2018-05-01,newsmax,clinton,-0.35240000000000005,0.0,0.9,0.09999999999999999
228,2018-05-01,politico,clinton,-0.18186666666666665,0.08966666666666667,0.8736666666666667,0.03666666666666667
229,2018-05-02,newsmax,clinton,0.20030555555555551,0.07783333333333332,0.9019444444444444,0.020222222222222225
230,2018-05-02,politico,clinton,0.23079999999999992,0.08227272727272729,0.8727272727272727,0.045
231,2018-05-03,newsmax,clinton,-0.10564666666666667,0.0598,0.8321333333333333,0.10806666666666667
232,2018-05-03,politico,clinton,-0.12405384615384615,0.024307692307692308,0.9284615384615384,0.047307692307692314
233,2018-05-04,newsmax,clinton,0.05135,0.068,0.8845000000000001,0.0475
234,2018-05-04,politico,clinton,0.24103333333333335,0.05411111111111111,0.9331111111111111,0.012777777777777779
235,2018-05-05,newsmax,clinton,-0.02981111111111112,0.13755555555555554,0.7542222222222221,0.10822222222222223
236,2018-05-06,newsmax,clinton,0.05564736842105261,0.04705263157894737,0.9077894736842106,0.045157894736842105
237,2018-05-06,politico,clinton,0.09785000000000002,0.068,0.905,0.027
238,2018-05-07,newsmax,clinton,0.06690625000000001,0.045312500000000006,0.9462499999999999,0.0084375
239,2018-05-07,politico,clinton,0.22844285714285714,0.09278571428571432,0.8544285714285713,0.05285714285714286
240,2018-05-08,newsmax,clinton,0.09154615384615386,0.07807692307692307,0.8473076923076922,0.07461538461538461
241,2018-05-08,politico,clinton,-0.05245,0.07225000000000001,0.8648750000000001,0.062625
242,2018-05-09,newsmax,clinton,0.08008888888888889,0.04011111111111111,0.9099999999999999,0.049666666666666665
243,2018-05-09,politico,clinton,-0.2081,0.044,0.8725,0.0835
244,2018-05-10,newsmax,clinton,-0.17961249999999998,0.0946875,0.8059999999999999,0.0993125
245,2018-05-10,politico,clinton,-0.08148000000000002,0.0248,0.9347999999999999,0.04
246,2018-05-11,newsmax,clinton,0.006899999999999999,0.075,0.8776666666666667,0.04733333333333333
247,2018-05-11,politico,clinton,0.7351,0.239,0.627,0.134
248,2018-05-12,newsmax,clinton,-0.802,0.07,0.658,0.272
249,2018-05-14,newsmax,clinton,0.226275,0.08349999999999999,0.90025,0.01625
250,2018-05-14,politico,clinton,0.3511875,0.13375000000000004,0.8193750000000001,0.046875
251,2018-05-15,newsmax,clinton,0.13146666666666668,0.068,0.8728333333333333,0.059166666666666666
252,2018-05-15,politico,clinton,0.15016000000000002,0.032,0.9639000000000001,0.0041
253,2018-05-16,newsmax,clinton,0.48634000000000005,0.24700000000000003,0.725,0.028000000000000004
254,2018-05-16,politico,clinton,0.11426071428571431,0.10453571428571426,0.8156785714285714,0.07975000000000003
255,2018-05-17,newsmax,clinton,0.20587499999999997,0.125125,0.8225,0.05212499999999999
256,2018-05-17,politico,clinton,0.05156315789473685,0.0648421052631579,0.8787368421052633,0.056210526315789475
257,2018-05-18,newsmax,clinton,-0.017462499999999995,0.02025,0.9548749999999999,0.02475
258,2018-05-18,politico,clinton,0.29244999999999993,0.06383333333333334,0.9196666666666666,0.0165
259,2018-05-19,newsmax,clinton,0.1106375,0.06262499999999999,0.9016250000000001,0.035750000000000004
260,2018-05-19,politico,clinton,0.09992500000000004,0.07737500000000001,0.8988750000000001,0.02375
261,2018-05-20,newsmax,clinton,-0.25879545454545455,0.02554545454545455,0.8885909090909089,0.08586363636363635
262,2018-05-20,politico,clinton,0.16568666666666665,0.1212,0.8174666666666667,0.061200000000000004
263,2018-05-21,newsmax,clinton,0.3506,0.14750000000000002,0.8525,0.0
264,2018-05-21,politico,clinton,0.17931875000000003,0.094875,0.8326875000000001,0.072625
265,2018-05-22,newsmax,clinton,0.3689090909090909,0.09218181818181818,0.8861818181818183,0.021636363636363634
266,2018-05-22,politico,clinton,0.2591090909090909,0.10845454545454546,0.8518181818181819,0.03990909090909091
267,2018-05-23,newsmax,clinton,0.39921428571428574,0.14150000000000001,0.8359285714285714,0.022571428571428572
268,2018-05-23,politico,clinton,0.29612000000000005,0.08879999999999999,0.8502000000000001,0.06130000000000001
269,2018-05-24,newsmax,clinton,0.29936250000000003,0.1225,0.8584375000000001,0.0190625
270,2018-05-24,politico,clinton,0.18387142857142855,0.06899999999999999,0.8751428571428572,0.05585714285714285
271,2018-05-25,newsmax,clinton,0.07695833333333331,0.06775,0.8643750000000002,0.06783333333333334
272,2018-05-27,newsmax,clinton,-0.10722500000000001,0.051875000000000004,0.8440000000000001,0.10406250000000002
273,2018-05-27,politico,clinton,0.3182,0.078,0.922,0.0
274,2018-05-28,newsmax,clinton,0.35015,0.0885,0.884,0.0275
275,2018-05-28,politico,clinton,-0.48750000000000004,0.031,0.881,0.0875
276,2018-05-29,newsmax,clinton,0.23224500000000003,0.09240000000000001,0.8817499999999999,0.0259
277,2018-05-29,politico,clinton,-0.13884210526315788,0.066,0.8628947368421053,0.07115789473684211
278,2018-05-30,newsmax,clinton,0.11348499999999997,0.06844999999999998,0.8963999999999999,0.0352
279,2018-05-30,politico,clinton,-0.054158823529411766,0.04605882352941176,0.8783529411764706,0.07558823529411765
280,2018-05-31,newsmax,clinton,-0.058879999999999995,0.05419999999999999,0.8853333333333333,0.060333333333333336
281,2018-05-31,politico,clinton,-0.042062499999999975,0.1425625,0.742125,0.11500000000000002
282,2018-06-01,newsmax,clinton,0.27671666666666667,0.1479,0.8125666666666668,0.03956666666666667
283,2018-06-01,politico,clinton,-0.53545,0.079,0.6458333333333334,0.275
284,2018-06-02,newsmax,clinton,0.17583333333333337,0.07400000000000001,0.9139166666666667,0.012083333333333333
285,2018-06-02,politico,clinton,-0.36877499999999996,0.05075,0.8395,0.10974999999999999
286,2018-06-03,newsmax,clinton,0.04672727272727271,0.03536363636363637,0.9186363636363637,0.045909090909090906
287,2018-06-03,politico,clinton,0.4788125,0.08662500000000001,0.893875,0.0195
288,2018-06-04,newsmax,clinton,-0.4346125,0.02925,0.8223750000000001,0.148375
